Title,Company,Location,Experience,Summary,Skills,Posting_Date,Job_URL,Job_Type,Scraped_Timestamp,Processed_Skill_Tokens,Skills_For_TFIDF,Cluster_Label
Data Scientist,Abbott Laboratories,"Mumbai, Maharashtra, India",2-4 year,Core Job Responsibilities: The Data Scientist rapidly navigates from identifying priorities and helping to generate ideas to implementing solutions. They Participate/drive data...,"Aartificial intelligence,Apache Hadoop,AWS Sagemaker,Computer Vision (CV),Data science techniques,Employee life cycle,Machine learning techniques,Natural Language Processing (NLP),Planning and organization,SPARK Programming,SQL",2 May 2025,https://www.karkidi.com/job-details/89106-data-scientist-job,Full Time,2025-05-20T17:58:02.676292,"['aartificial intelligence', 'apache hadoop', 'aws sagemaker', 'computer vision', 'data science techniques', 'employee life cycle', 'machine learning techniques', 'natural language processing', 'planning and organization', 'spark programming', 'sql']",aartificial intelligence apache hadoop aws sagemaker computer vision data science techniques employee life cycle machine learning techniques natural language processing planning and organization spark programming sql,5
"Data Engineer, AVP",NatWest Group,"Bangalore, Karnataka, India",2-4 year,"Join us as a Data Engineer We’re looking for someone to build effortless, digital first customer experiences to help simplify our organisation and keep our data safe and...","AWS,Azure,Data Engineering,Data science techniques,Effective communication skills,ETL frameworks",1 May 2025,https://www.karkidi.com/job-details/89101-data-engineer-avp-job,Full Time,2025-05-20T17:58:02.676910,"['aws', 'azure', 'data engineering', 'data science techniques', 'effective communication skills', 'etl frameworks']",aws azure data engineering data science techniques effective communication skills etl frameworks,4
"Data Scientist , VP",NatWest Group,"Chennai, Tamil Nadu, India",2-4 year,"Join us as a Data Scientist We’ll look to you to lead, drive and embed the design and implementation of data science tools and methods which harness our data in order to drive...","Data Analytics,Data science techniques,Data Visualization,Effective communication skills,Leadership Skill,Machine learning techniques",1 May 2025,https://www.karkidi.com/job-details/89100-data-scientist-vp-job,Full Time,2025-05-20T17:58:02.677543,"['data analytics', 'data science techniques', 'data visualization', 'effective communication skills', 'leadership skill', 'machine learning techniques']",data analytics data science techniques data visualization effective communication skills leadership skill machine learning techniques,4
Principle Engineer - Data Analytics,RTX Corporation,"Bangalore, Karnataka, India",8-10 year,"At Pratt & Whitney, we believe that powered flight has transformed – and will continue to transform – the world. That’s why we work with an explorer’s heart and a perfectionist’s grit to...","Algorithms,AWS,C Programming,C++,Data Analytics,Data science techniques,Machine learning techniques,PowerBI",30 Apr 2025,https://www.karkidi.com/job-details/89076-principle-engineer-data-analytics-job,Full Time,2025-05-20T17:58:02.678244,"['algorithms', 'aws', 'c programming', 'c++', 'data analytics', 'data science techniques', 'machine learning techniques', 'powerbi']",algorithms aws c programming c++ data analytics data science techniques machine learning techniques powerbi,4
Senior Engineer - Data Science & Analytics,RTX Corporation,"Bangalore, Karnataka, India",8-10 year,"Pratt & Whitney is seeking data science & analytics engineer in our Data science, Analytics & Methods team at the Pratt & Whitney India Engineering Center (IEC) in Bengaluru India. The role will...","Data Analytics,Data science techniques,Effective communication skills,Python Programming,SQL",30 Apr 2025,https://www.karkidi.com/job-details/89073-senior-engineer-data-science-analytics-job,Full Time,2025-05-20T17:58:02.678834,"['data analytics', 'data science techniques', 'effective communication skills', 'python programming', 'sql']",data analytics data science techniques effective communication skills python programming sql,4
SRE - 2 (Big Data),PhonePe,"Bangalore, Karnataka, India",2-4 year,"As a Site Reliability Engineer specializing in Data Platform OnPremise, you will play a pivotal role in deploying, maintaining, and optimizing the reliability, scalability, and performance of our...","Apache Hive,Bash scripting,Big Data Technology,Grafana,HDFS,Kerberos,Linux Operating system,MapReduce,Perl Programming,Prometheus,Python Programming,SPARK Programming,YARN",28 Apr 2025,https://www.karkidi.com/job-details/89023-sre-2-big-data-job,Full Time,2025-05-20T17:58:14.719350,"['apache hive', 'bash scripting', 'big data technology', 'grafana', 'hdfs', 'kerberos', 'linux operating system', 'mapreduce', 'perl programming', 'prometheus', 'python programming', 'spark programming', 'yarn']",apache hive bash scripting big data technology grafana hdfs kerberos linux operating system mapreduce perl programming prometheus python programming spark programming yarn,5
Data Scientist (3-5),PhonePe,"Bangalore, Karnataka, India",2-4 year,We are looking for a highly motivated and skilled Data Scientist with 3+ years of experience to join our dynamic team. The ideal candidate will have a strong foundation in machine learning and a...,"Analytical and Problem solving,Big Data Technology,Computer Vision (CV),Git,Java Programming,Linear Algebra,Machine learning techniques,Natural Language Processing (NLP),Python Programming,SQL,Statistics",28 Apr 2025,https://www.karkidi.com/job-details/89022-data-scientist-3-5-job,Full Time,2025-05-20T17:58:14.720093,"['analytical and problem solving', 'big data technology', 'computer vision', 'git', 'java programming', 'linear algebra', 'machine learning techniques', 'natural language processing', 'python programming', 'sql', 'statistics']",analytical and problem solving big data technology computer vision git java programming linear algebra machine learning techniques natural language processing python programming sql statistics,5
Senior AI Engineer,ShyftLabs,"Noida, Uttar Pradesh, India",6-8 year,"We are building a growing Data and AI team. This team is responsible for building and managing data engineering, analytics, and GenAI solutions to drive business impact. We are looking for a...","3D data processing,Aartificial intelligence,Analytical and Problem solving,Data science techniques,Deep Learning,Java Programming,Machine learning techniques,Python Programming,R Programming",26 Apr 2025,https://www.karkidi.com/job-details/88988-senior-ai-engineer-job,Full Time,2025-05-20T17:58:14.720689,"['3d data processing', 'aartificial intelligence', 'analytical and problem solving', 'data science techniques', 'deep learning', 'java programming', 'machine learning techniques', 'python programming', 'r programming']",3d data processing aartificial intelligence analytical and problem solving data science techniques deep learning java programming machine learning techniques python programming r programming,5
Databricks Engineer,ShyftLabs,"Noida, Uttar Pradesh, India; Hyderabad, Telangana, India",6-8 year,"ShyftLabs is seeking a skilled Databricks Engineer to support in designing, developing, and optimizing big data solutions using the Databricks Unified Analytics Platform. This role requires strong...","Apache Kafka,AWS,Azure,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Databricks,Ecommerce,Google Cloud Platform (GCP),MLflow,Python Programming,SQL",26 Apr 2025,https://www.karkidi.com/job-details/88987-databricks-engineer-job,Full Time,2025-05-20T17:58:14.721304,"['apache kafka', 'aws', 'azure', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'databricks', 'ecommerce', 'google cloud platform', 'mlflow', 'python programming', 'sql']",apache kafka aws azure continuous integration continuous delivery - ci cd data science techniques databricks ecommerce google cloud platform mlflow python programming sql,3
Data Quality Analyst III,Thermo Fisher Scientific,"Bangalore, Karnataka, India",4-6 year,"This is an outstanding opportunity to join our world-class team at Thermo Fisher Scientific. We are looking for a motivated Data Quality Analyst. As a Data Quality Analyst, you will have an...","Analytical and Problem solving,Data Analytics,Data management,Data science techniques,Effective communication skills,Microsoft-Excel,Python Programming,R Programming,SQL,T-SQL",24 Apr 2025,https://www.karkidi.com/job-details/88962-data-quality-analyst-iii-job,Full Time,2025-05-20T17:58:14.721911,"['analytical and problem solving', 'data analytics', 'data management', 'data science techniques', 'effective communication skills', 'microsoft-excel', 'python programming', 'r programming', 'sql', 't-sql']",analytical and problem solving data analytics data management data science techniques effective communication skills microsoft-excel python programming r programming sql t-sql,4
Software Development Manager (Deep Learning),Texas Instruments,"Bengaluru, Karnataka, India",4-6 year,"TI is considered to be one of the technology leaders in DSPs and purpose designed accelerator for high performance, low power embedded systems. These technologies part of our processors product...","C Programming,C++,Continuous Integration & Continuous Delivery - CI/CD,Data science techniques,Deep Learning,Effective communication skills,Machine learning techniques,Python Programming,Software Development",24 Apr 2025,https://www.karkidi.com/job-details/88952-software-development-manager-deep-learning-job,Full Time,2025-05-20T17:58:14.722503,"['c programming', 'c++', 'continuous integration continuous delivery - ci cd', 'data science techniques', 'deep learning', 'effective communication skills', 'machine learning techniques', 'python programming', 'software development']",c programming c++ continuous integration continuous delivery - ci cd data science techniques deep learning effective communication skills machine learning techniques python programming software development,3
Machine Learning Application Engineer,Apple Inc.,"Hyderabad, Telangana, India",4-6 year,As a Software Engineer you will be responsible in building the next generation of intelligent systems for Apple’s corporate applications. You will work in a dynamic environment to take an...,"BERT,GPT,Large Language Models - LLMs,Machine learning techniques,Pandas,Python Programming,PyTorch,R Programming,Scikit-learn,TensorFlow",24 Apr 2025,https://www.karkidi.com/job-details/88946-machine-learning-application-engineer-job,Full Time,2025-05-20T17:58:14.723118,"['bert', 'gpt', 'large language models - llms', 'machine learning techniques', 'pandas', 'python programming', 'pytorch', 'r programming', 'scikit-learn', 'tensorflow']",bert gpt large language models - llms machine learning techniques pandas python programming pytorch r programming scikit-learn tensorflow,0
Data Scientist,Sun Life Financial,"Gurgaon, Haryana, India",2-4 year,"Sun Life is a leading financial services company with history of 150+ years that helps our clients achieve lifetime financial security and live healthier lives. We serve millions in Canada,...","Data science techniques,Deep Learning,Effective communication skills,Machine learning techniques,matplotlib,MLOps tools,Planning and organization,PowerBI,Python Programming,seaborn",14 Apr 2025,https://www.karkidi.com/job-details/88883-data-scientist-job,Full Time,2025-05-20T17:58:14.723694,"['data science techniques', 'deep learning', 'effective communication skills', 'machine learning techniques', 'matplotlib', 'mlops tools', 'planning and organization', 'powerbi', 'python programming', 'seaborn']",data science techniques deep learning effective communication skills machine learning techniques matplotlib mlops tools planning and organization powerbi python programming seaborn,4
Senior Manager_Data Scientist_Pune,Vodafone Group Plc,"Pune, Maharashtra, India",4-6 year,"Worried that you don’t meet all the desired criteria exactly? At Vodafone we are passionate about Inclusion for All and creating a workplace where everyone can thrive, whatever their personal or...","3D data processing,Big Data Technology,Data Analysis,Data science techniques,Google Cloud Platform (GCP)",13 Apr 2025,https://www.karkidi.com/job-details/88879-senior-manager-data-scientist-pune-job,Full Time,2025-05-20T17:58:14.724319,"['3d data processing', 'big data technology', 'data analysis', 'data science techniques', 'google cloud platform']",3d data processing big data technology data analysis data science techniques google cloud platform,5
"Data & Analytics Analyst - DA, AVP",NatWest Group,"Bangalore, Karnataka, India",6-8 year,Join us as a Data & Analytics Analyst This is an opportunity to take on a purpose-led role in a cutting edge Data & Analytics team You’ll be consulting with our stakeholders...,"Data Analytics,Data management,Data science techniques,Google BigQuery,Snowflake,SQL",13 Apr 2025,https://www.karkidi.com/job-details/88878-data-analytics-analyst-da-avp-job,Full Time,2025-05-20T17:58:14.724911,"['data analytics', 'data management', 'data science techniques', 'google bigquery', 'snowflake', 'sql']",data analytics data management data science techniques google bigquery snowflake sql,4
Data Scientist,NatWest Group,"Gurugram, Haryana, India",2-4 year,"Join us as a Data Scientist In this role, you’ll drive and embed the design and implementation of data science tools and methods, which harness our data to drive market-leading...","Algorithms,Data Analysis,Data science techniques,Effective communication skills,Machine learning techniques,Writing",13 Apr 2025,https://www.karkidi.com/job-details/88877-data-scientist-job,Full Time,2025-05-20T17:58:27.365932,"['algorithms', 'data analysis', 'data science techniques', 'effective communication skills', 'machine learning techniques', 'writing']",algorithms data analysis data science techniques effective communication skills machine learning techniques writing,4
Data & Analytics Analyst,NatWest Group,"Gurugram, Haryana, India",4-6 year,Join us as a Data & Analytics Analyst This is an opportunity to take on a purpose-led role in a cutting edge Data & Analytics team You’ll be consulting with our stakeholders...,"AWS,Data Analytics,Data Architecture,Data science techniques,Python Programming,Snowflake,SQL,Tableau",12 Apr 2025,https://www.karkidi.com/job-details/88876-data-analytics-analyst-job,Full Time,2025-05-20T17:58:27.366686,"['aws', 'data analytics', 'data architecture', 'data science techniques', 'python programming', 'snowflake', 'sql', 'tableau']",aws data analytics data architecture data science techniques python programming snowflake sql tableau,4
"Staff Software Engineer - Machine Learning Platform, Quora (Remote)","Quora, Inc.",India,6-8 year,"About Quora: Quora’s mission is to grow and share the world’s knowledge. To do so, we have two knowledge sharing products: Quora: a global knowledge sharing platform with over...","Amazon Elastic Compute Cloud-EC2,Amazon Simple Storage Service (S3),AWS,C++,Data science techniques,Docker,Effective communication skills,Infrastructure as code,Kubernetes-K8s,Machine learning techniques,PyTorch,TensorFlow,Terraform,Writing",6 Apr 2025,https://www.karkidi.com/job-details/88837-staff-software-engineer-machine-learning-platform-quora-remote-job,Not found,2025-05-20T17:58:27.367341,"['amazon elastic compute cloud-ec2', 'amazon simple storage service', 'aws', 'c++', 'data science techniques', 'docker', 'effective communication skills', 'infrastructure as code', 'kubernetes-k8s', 'machine learning techniques', 'pytorch', 'tensorflow', 'terraform', 'writing']",amazon elastic compute cloud-ec2 amazon simple storage service aws c++ data science techniques docker effective communication skills infrastructure as code kubernetes-k8s machine learning techniques pytorch tensorflow terraform writing,2
Sr LLM Engineer,Turing,India,8-10 year,About the Role Turing is seeking professionals with LLM expertise to help solve complex business problems for Fortune 500 clients. As a key member of the Turing GenAI delivery...,"Aartificial intelligence,AWS,Azure,Google Cloud Platform (GCP),Large Language Models - LLMs,Machine learning techniques,Python Programming,SQL",3 Apr 2025,https://www.karkidi.com/job-details/88810-sr-llm-engineer-job,Full Time,2025-05-20T17:58:27.368055,"['aartificial intelligence', 'aws', 'azure', 'google cloud platform', 'large language models - llms', 'machine learning techniques', 'python programming', 'sql']",aartificial intelligence aws azure google cloud platform large language models - llms machine learning techniques python programming sql,3
Senior Analytics Manager,Turing,India,6-8 year,"Based in Palo Alto, California, Turing is the world’s first AI-powered tech services company. It has reimagined tech services from the ground up with AI by offering AI-vetted and matched talent,...","AWS,Azure,Data science techniques,Ecommerce,Effective communication skills,ETL frameworks,Google Cloud Platform (GCP),Python Programming,R Programming,SQL",3 Apr 2025,https://www.karkidi.com/job-details/88808-senior-analytics-manager-job,Full Time,2025-05-20T17:58:27.368655,"['aws', 'azure', 'data science techniques', 'ecommerce', 'effective communication skills', 'etl frameworks', 'google cloud platform', 'python programming', 'r programming', 'sql']",aws azure data science techniques ecommerce effective communication skills etl frameworks google cloud platform python programming r programming sql,4
Staff Software Engineer/ Engineering Manager - LLM Product,Turing,India,0-2 year,Staff Software Engineer / Engineering Manager – LLM Products We are seeking a seasoned Staff Software Engineer or Engineering Manager to drive our LLM products and assume a key technical...,"Aartificial intelligence,Large Language Models - LLMs,Leadership Skill,Node.js,Planning and organization,PostgreSQL,Python Programming,React.js,TypeScript",3 Apr 2025,https://www.karkidi.com/job-details/88807-staff-software-engineer-engineering-manager-llm-product-job,Full Time,2025-05-20T17:58:27.369251,"['aartificial intelligence', 'large language models - llms', 'leadership skill', 'node.js', 'planning and organization', 'postgresql', 'python programming', 'react.js', 'typescript']",aartificial intelligence large language models - llms leadership skill node.js planning and organization postgresql python programming react.js typescript,0
Physics Expertise Sought for AI Training (non- US),Outlier,India,0-2 year,Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced physics who would like to lend your expertise to train AI...,"Aartificial intelligence,Generative AI",28 Mar 2025,https://www.karkidi.com/job-details/88784-physics-expertise-sought-for-ai-training-non-us-job,Not found,2025-05-20T17:58:27.369855,"['aartificial intelligence', 'generative ai']",aartificial intelligence generative ai,0
Music Expertise Sought for AI Training (non - US),Outlier,India,0-2 year,Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Music expert who would like to lend your expertise to train AI...,Aartificial intelligence,28 Mar 2025,https://www.karkidi.com/job-details/88775-music-expertise-sought-for-ai-training-non-us-job,Not found,2025-05-20T17:58:27.370503,['aartificial intelligence'],aartificial intelligence,0
"AI Data Engineer, VP",NatWest Group,"Bangalore, Karnataka, India",2-4 year,"Join us as a Data Engineer You’ll be the voice of our customers, using data to tell their stories and put them at the heart of all decision-making We’ll look to you to drive...","Aartificial intelligence,Data Engineering,Effective communication skills,Natural Language Processing (NLP)",28 Mar 2025,https://www.karkidi.com/job-details/88751-ai-data-engineer-vp-job,Full Time,2025-05-20T17:58:27.371163,"['aartificial intelligence', 'data engineering', 'effective communication skills', 'natural language processing']",aartificial intelligence data engineering effective communication skills natural language processing,0
Engineering Manager - Data Platform,ShyftLabs,"Noida, Uttar Pradesh, India",6-8 year,"We at ShyftLabs are looking for an experienced Engineering Manager to join our team and help us build and maintain a world-class data platform. This data team is vital to essential data processes,...","Apache Airflow,AWS,Data Engineering,Data science techniques,Google BigQuery,Machine learning techniques,MLflow,MLOps tools,Python Programming,PyTorch,TensorFlow",27 Mar 2025,https://www.karkidi.com/job-details/88741-engineering-manager-data-platform-job,Full Time,2025-05-20T17:58:27.371789,"['apache airflow', 'aws', 'data engineering', 'data science techniques', 'google bigquery', 'machine learning techniques', 'mlflow', 'mlops tools', 'python programming', 'pytorch', 'tensorflow']",apache airflow aws data engineering data science techniques google bigquery machine learning techniques mlflow mlops tools python programming pytorch tensorflow,5
Clinical Medicine Expertise Sought for AI Training (non-US),Outlier,India,0-2 year,Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Clinical Medicine Expert who would like to lend your expertise to...,"Aartificial intelligence,Generative AI",26 Mar 2025,https://www.karkidi.com/job-details/88720-clinical-medicine-expertise-sought-for-ai-training-non-us-job,Not found,2025-05-20T17:58:43.204536,"['aartificial intelligence', 'generative ai']",aartificial intelligence generative ai,0
"Software Developer 2, MLOps",Kinaxis,"Chennai, Tamil Nadu, India",6-8 year,Kinaxis is looking for a talented data engineer to work within the Machine Learning R&D team. The team is responsible for applying machine learning algorithms to develop intelligent supply chains....,"AWS,Azure,Github,Google Cloud Platform (GCP),Machine learning techniques,Software Development",25 Mar 2025,https://www.karkidi.com/job-details/88662-software-developer-2-mlops-job,Full Time,2025-05-20T17:58:43.205223,"['aws', 'azure', 'github', 'google cloud platform', 'machine learning techniques', 'software development']",aws azure github google cloud platform machine learning techniques software development,3
"Data Scientist, Product, Insights and Analytics",Google,"Bengaluru, Karnataka, India",4-6 year,"Minimum qualifications: Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field. 5 years of work experience...","Account Management,Data science techniques,Effective communication skills,Large Language Models - LLMs,Machine learning techniques,Natural Language Processing (NLP),Python Programming,R Programming,SQL",25 Mar 2025,https://www.karkidi.com/job-details/88658-data-scientist-product-insights-and-analytics-job,Full Time,2025-05-20T17:58:43.205713,"['account management', 'data science techniques', 'effective communication skills', 'large language models - llms', 'machine learning techniques', 'natural language processing', 'python programming', 'r programming', 'sql']",account management data science techniques effective communication skills large language models - llms machine learning techniques natural language processing python programming r programming sql,0
"Senior Data Scientist, Product, Ads Account Management",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, a related quantitative field, or equivalent practical...","Account Management,Data science techniques,Effective communication skills,Python Programming,R Programming,SQL",25 Mar 2025,https://www.karkidi.com/job-details/88657-senior-data-scientist-product-ads-account-management-job,Full Time,2025-05-20T17:58:43.206237,"['account management', 'data science techniques', 'effective communication skills', 'python programming', 'r programming', 'sql']",account management data science techniques effective communication skills python programming r programming sql,4
Strategy and Operations Senior Associate,Google,"Gurugram, Haryana, India; Hyderabad, Telangana, India",4-6 year,"Minimum qualifications: Bachelor's degree in Technology, Engineering, Business, Economics, Data Science, a related field, or equivalent practical experience. 4 years of...","Data science techniques,Effective communication skills,Operations",24 Mar 2025,https://www.karkidi.com/job-details/88633-strategy-and-operations-senior-associate-job,Full Time,2025-05-20T17:58:43.206733,"['data science techniques', 'effective communication skills', 'operations']",data science techniques effective communication skills operations,4
"Technical Program Manager, Google Cloud Analytics",Google,"Bengaluru, Karnataka, India",12-14 year,"Minimum qualifications: Bachelor's degree in Engineering, or equivalent practical experience. 8 years of experience in program management. Experience in data analysis...","Aartificial intelligence,Analytical and Problem solving,Data science techniques,Effective communication skills,Google Analytics,Google Cloud Platform (GCP),Leadership Skill,Program Management",24 Mar 2025,https://www.karkidi.com/job-details/88632-technical-program-manager-google-cloud-analytics-job,Full Time,2025-05-20T17:58:43.207241,"['aartificial intelligence', 'analytical and problem solving', 'data science techniques', 'effective communication skills', 'google analytics', 'google cloud platform', 'leadership skill', 'program management']",aartificial intelligence analytical and problem solving data science techniques effective communication skills google analytics google cloud platform leadership skill program management,2
"Data Scientist, Research, App Safety Engineering",Google,"Bengaluru, Karnataka, India",8-10 year,"Minimum qualifications: Master's degree in Statistics, Data Science, Mathematics, Physics, Economics, Operations Research, Engineering, or a related quantitative field. 5 years...","Data science techniques,Python Programming,R Programming,SQL",24 Mar 2025,https://www.karkidi.com/job-details/88631-data-scientist-research-app-safety-engineering-job,Full Time,2025-05-20T17:58:43.207743,"['data science techniques', 'python programming', 'r programming', 'sql']",data science techniques python programming r programming sql,4
"Team Lead, Talent Acquisition, Global Capability Centre",Goodyear Tire and Rubber Company,"Hyderabad, Telangana, India",10-12 year,The Talent Acquisition Lead will manage the end-to-end recruitment function for Goodyear’s Global Capability Centre in Hyderabad. This role requires a hands-on leader with 10+ years of...,"Data science techniques,Effective communication skills,IT,Leadership Skill,Teamwork",21 Mar 2025,https://www.karkidi.com/job-details/88587-team-lead-talent-acquisition-global-capability-centre-job,Full Time,2025-05-20T17:58:43.208257,"['data science techniques', 'effective communication skills', 'it', 'leadership skill', 'teamwork']",data science techniques effective communication skills it leadership skill teamwork,4
Advanced Math Expertise Sought for AI Training,Outlier,India,0-2 year,"Outlier is the world’s leading expert platform, connecting a network of over 100,000 contributors worldwide to improve AI models by providing expert human feedback. We partner with companies...","Aartificial intelligence,Presentation skills",18 Mar 2025,https://www.karkidi.com/job-details/88478-advanced-math-expertise-sought-for-ai-training-job,Not found,2025-05-20T17:58:43.208727,"['aartificial intelligence', 'presentation skills']",aartificial intelligence presentation skills,0
"AI, ML & Data Analytics Engineer / Sr Engineer",Qualcomm,"Bangalore, Karnataka, India",4-6 year,"As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected...","Aartificial intelligence,C Programming,C++,Data Analytics,Data Engineering,Data science techniques,Design,Machine learning techniques,Python Programming",17 Mar 2025,https://www.karkidi.com/job-details/88451-ai-ml-data-analytics-engineer-sr-engineer-job,Full Time,2025-05-20T17:58:43.209258,"['aartificial intelligence', 'c programming', 'c++', 'data analytics', 'data engineering', 'data science techniques', 'design', 'machine learning techniques', 'python programming']",aartificial intelligence c programming c++ data analytics data engineering data science techniques design machine learning techniques python programming,4
"Enterprise Data Design (Data Engineer, Staff)",Qualcomm,"Hyderabad, Telangana, India",10-12 year,"Qualcomm India Private Limited is seeking a Staff IT Data Engineer to join our Enterprise Architecture, Data and Services (EADS) Team. This pivotal role focuses on designing, developing, and...","Big Data Technology,Continuous Integration & Continuous Delivery - CI/CD,Data Engineering,Data science techniques,Databricks,DevOps,Effective communication skills,Machine learning techniques,Python Programming,SPARK Programming,SQL",17 Mar 2025,https://www.karkidi.com/job-details/88450-enterprise-data-design-data-engineer-staff-job,Full Time,2025-05-20T17:58:57.530566,"['big data technology', 'continuous integration continuous delivery - ci cd', 'data engineering', 'data science techniques', 'databricks', 'devops', 'effective communication skills', 'machine learning techniques', 'python programming', 'spark programming', 'sql']",big data technology continuous integration continuous delivery - ci cd data engineering data science techniques databricks devops effective communication skills machine learning techniques python programming spark programming sql,3
"Senior Manager -Data Science, Machine Learning and GenAI Technical Leader",Qualcomm,"Hyderabad, Telangana, India",8-10 year,"Experience in engaging with business and technical stakeholders, understanding complex problem statements, and proposing value-driven Data Science & ML solutions Functional & technical...","Aartificial intelligence,AWS,Azure,Data science techniques,Generative AI,Google Cloud Platform (GCP),IT,Machine learning techniques",17 Mar 2025,https://www.karkidi.com/job-details/88449-senior-manager-data-science-machine-learning-and-genai-technical-leader-job,Full Time,2025-05-20T17:58:57.531302,"['aartificial intelligence', 'aws', 'azure', 'data science techniques', 'generative ai', 'google cloud platform', 'it', 'machine learning techniques']",aartificial intelligence aws azure data science techniques generative ai google cloud platform it machine learning techniques,3
Senior Manager - Data Science - Pune,Vodafone Group Plc,"Pune, Maharashtra, India",6-8 year,What you’ll do The Big Data Analytics Manager delivers actionable insights through analyses of large structured and unstructured datasets from unrelated sources. They ensure the delivery...,"Big Data Technology,Data science techniques,Machine learning techniques,People management",10 Mar 2025,https://www.karkidi.com/job-details/88392-senior-manager-data-science-pune-job,Full Time,2025-05-20T17:58:57.531936,"['big data technology', 'data science techniques', 'machine learning techniques', 'people management']",big data technology data science techniques machine learning techniques people management,5
Associate Machine Learning Engineer,VIDIZMO,India,2-4 year,"Developing, testing, and deploying machine learning algorithms to enhance VIDIZMO Cognitive & Computer Vision Artificial Intelligence Capabilities & Features. Able to create and...","C Programming,C# Programming,C++,CNNs,Computer Vision (CV),Deep Learning,Large data sets,Machine learning techniques,Python Programming,PyTorch,TensorFlow",7 Mar 2025,https://www.karkidi.com/job-details/88369-associate-machine-learning-engineer-job,Full Time,2025-05-20T17:58:57.532541,"['c programming', 'c# programming', 'c++', 'cnns', 'computer vision', 'deep learning', 'large data sets', 'machine learning techniques', 'python programming', 'pytorch', 'tensorflow']",c programming c# programming c++ cnns computer vision deep learning large data sets machine learning techniques python programming pytorch tensorflow,5
"Data Scientist, AVP",NatWest Group,"Gurugram, Haryana, India",4-6 year,"Join us as a Data Scientist Are you ready to embark on an exciting journey of discovery, insights and innovation in the data science space? You’ll be working at the...","AWS,Azure,Data science techniques,Deep Learning,Effective communication skills,ETL/ELT technologies,Google Cloud Platform (GCP),Python Programming,PyTorch,SQL,TensorFlow",7 Mar 2025,https://www.karkidi.com/job-details/88364-data-scientist-avp-job,Full Time,2025-05-20T17:58:57.533148,"['aws', 'azure', 'data science techniques', 'deep learning', 'effective communication skills', 'etl elt technologies', 'google cloud platform', 'python programming', 'pytorch', 'sql', 'tensorflow']",aws azure data science techniques deep learning effective communication skills etl elt technologies google cloud platform python programming pytorch sql tensorflow,3
"Business Systems Analyst, Enterprise Reference Data",Google,"Hyderabad, Telangana, India",6-8 year,Minimum qualifications: Bachelor's degree or equivalent practical experience. 5 years of experience designing and implementing Enterprise Data Management systems. 5...,"Business Analytics,Data management,Data Warehousing,Design,IT,Machine learning techniques",6 Mar 2025,https://www.karkidi.com/job-details/88340-business-systems-analyst-enterprise-reference-data-job,Full Time,2025-05-20T17:58:57.533794,"['business analytics', 'data management', 'data warehousing', 'design', 'it', 'machine learning techniques']",business analytics data management data warehousing design it machine learning techniques,4
"Design Verification Engineer, Silicon AI/ML, Google Cloud",Google,"Bengaluru, Karnataka, India",2-4 year,Minimum qualifications: Bachelor's degree in Electrical Engineering or equivalent practical experience. 8 years of experience with verification methodology such as...,"Aartificial intelligence,Design,Machine learning techniques",6 Mar 2025,https://www.karkidi.com/job-details/88339-design-verification-engineer-silicon-ai-ml-google-cloud-job,Full Time,2025-05-20T17:58:57.534406,"['aartificial intelligence', 'design', 'machine learning techniques']",aartificial intelligence design machine learning techniques,0
"Senior Software Engineer, Home Agent, ML, GenAI",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 5 years of experience with software development in one or more programming languages, and with...","Aartificial intelligence,Design,Large Language Models - LLMs,Machine learning techniques,Natural Language Processing (NLP),Operations,Software Development",6 Mar 2025,https://www.karkidi.com/job-details/88338-senior-software-engineer-home-agent-ml-genai-job,Full Time,2025-05-20T17:58:57.535032,"['aartificial intelligence', 'design', 'large language models - llms', 'machine learning techniques', 'natural language processing', 'operations', 'software development']",aartificial intelligence design large language models - llms machine learning techniques natural language processing operations software development,0
"Senior Software Engineer, Generative AI, Applied AI",Google,"Bengaluru, Karnataka, India",6-8 year,"Minimum qualifications: Bachelor’s degree or equivalent practical experience. 5 years of experience with software development in one or more programming languages, and with...","Aartificial intelligence,Deep Learning,Design,Infrastructure as code,Leadership Skill,Machine learning techniques,Natural Language Processing (NLP),Software Development,TensorFlow",6 Mar 2025,https://www.karkidi.com/job-details/88337-senior-software-engineer-generative-ai-applied-ai-job,Full Time,2025-05-20T17:58:57.535649,"['aartificial intelligence', 'deep learning', 'design', 'infrastructure as code', 'leadership skill', 'machine learning techniques', 'natural language processing', 'software development', 'tensorflow']",aartificial intelligence deep learning design infrastructure as code leadership skill machine learning techniques natural language processing software development tensorflow,0
